id;key;question;options_1234;options_1243;options_1324;options_1342;options_1423;options_1432;options_2134;options_2143;options_2314;options_2341;options_2413;options_2431;options_3124;options_3142;options_3214;options_3241;options_3412;options_3421;options_4123;options_4132;options_4213;options_4231;options_4312;options_4321
37;AMNTWMNB2F1_W36;What do you think would be the ideal situation when it comes to the number of women in top executive business positions?;['Having more women than there are now but still not as many women as men', 'Having about an equal number of women and men', 'Having more women than men', 'Refused'];['Having more women than there are now but still not as many women as men', 'Having about an equal number of women and men', 'Refused', 'Having more women than men'];['Having more women than there are now but still not as many women as men', 'Having more women than men', 'Having about an equal number of women and men', 'Refused'];['Having more women than there are now but still not as many women as men', 'Having more women than men', 'Refused', 'Having about an equal number of women and men'];['Having more women than there are now but still not as many women as men', 'Refused', 'Having about an equal number of women and men', 'Having more women than men'];['Having more women than there are now but still not as many women as men', 'Refused', 'Having more women than men', 'Having about an equal number of women and men'];['Having about an equal number of women and men', 'Having more women than there are now but still not as many women as men', 'Having more women than men', 'Refused'];['Having about an equal number of women and men', 'Having more women than there are now but still not as many women as men', 'Refused', 'Having more women than men'];['Having about an equal number of women and men', 'Having more women than men', 'Having more women than there are now but still not as many women as men', 'Refused'];['Having about an equal number of women and men', 'Having more women than men', 'Refused', 'Having more women than there are now but still not as many women as men'];['Having about an equal number of women and men', 'Refused', 'Having more women than there are now but still not as many women as men', 'Having more women than men'];['Having about an equal number of women and men', 'Refused', 'Having more women than men', 'Having more women than there are now but still not as many women as men'];['Having more women than men', 'Having more women than there are now but still not as many women as men', 'Having about an equal number of women and men', 'Refused'];['Having more women than men', 'Having more women than there are now but still not as many women as men', 'Refused', 'Having about an equal number of women and men'];['Having more women than men', 'Having about an equal number of women and men', 'Having more women than there are now but still not as many women as men', 'Refused'];['Having more women than men', 'Having about an equal number of women and men', 'Refused', 'Having more women than there are now but still not as many women as men'];['Having more women than men', 'Refused', 'Having more women than there are now but still not as many women as men', 'Having about an equal number of women and men'];['Having more women than men', 'Refused', 'Having about an equal number of women and men', 'Having more women than there are now but still not as many women as men'];['Refused', 'Having more women than there are now but still not as many women as men', 'Having about an equal number of women and men', 'Having more women than men'];['Refused', 'Having more women than there are now but still not as many women as men', 'Having more women than men', 'Having about an equal number of women and men'];['Refused', 'Having about an equal number of women and men', 'Having more women than there are now but still not as many women as men', 'Having more women than men'];['Refused', 'Having about an equal number of women and men', 'Having more women than men', 'Having more women than there are now but still not as many women as men'];['Refused', 'Having more women than men', 'Having more women than there are now but still not as many women as men', 'Having about an equal number of women and men'];['Refused', 'Having more women than men', 'Having about an equal number of women and men', 'Having more women than there are now but still not as many women as men']
38;EASIERBIZF2_W36;Thinking about top executive positions in business these days, would you say it is generally;['Easier for men to get these positions', 'Easier for women to get these positions', 'Not much difference', 'Refused'];['Easier for men to get these positions', 'Easier for women to get these positions', 'Refused', 'Not much difference'];['Easier for men to get these positions', 'Not much difference', 'Easier for women to get these positions', 'Refused'];['Easier for men to get these positions', 'Not much difference', 'Refused', 'Easier for women to get these positions'];['Easier for men to get these positions', 'Refused', 'Easier for women to get these positions', 'Not much difference'];['Easier for men to get these positions', 'Refused', 'Not much difference', 'Easier for women to get these positions'];['Easier for women to get these positions', 'Easier for men to get these positions', 'Not much difference', 'Refused'];['Easier for women to get these positions', 'Easier for men to get these positions', 'Refused', 'Not much difference'];['Easier for women to get these positions', 'Not much difference', 'Easier for men to get these positions', 'Refused'];['Easier for women to get these positions', 'Not much difference', 'Refused', 'Easier for men to get these positions'];['Easier for women to get these positions', 'Refused', 'Easier for men to get these positions', 'Not much difference'];['Easier for women to get these positions', 'Refused', 'Not much difference', 'Easier for men to get these positions'];['Not much difference', 'Easier for men to get these positions', 'Easier for women to get these positions', 'Refused'];['Not much difference', 'Easier for men to get these positions', 'Refused', 'Easier for women to get these positions'];['Not much difference', 'Easier for women to get these positions', 'Easier for men to get these positions', 'Refused'];['Not much difference', 'Easier for women to get these positions', 'Refused', 'Easier for men to get these positions'];['Not much difference', 'Refused', 'Easier for men to get these positions', 'Easier for women to get these positions'];['Not much difference', 'Refused', 'Easier for women to get these positions', 'Easier for men to get these positions'];['Refused', 'Easier for men to get these positions', 'Easier for women to get these positions', 'Not much difference'];['Refused', 'Easier for men to get these positions', 'Not much difference', 'Easier for women to get these positions'];['Refused', 'Easier for women to get these positions', 'Easier for men to get these positions', 'Not much difference'];['Refused', 'Easier for women to get these positions', 'Not much difference', 'Easier for men to get these positions'];['Refused', 'Not much difference', 'Easier for men to get these positions', 'Easier for women to get these positions'];['Refused', 'Not much difference', 'Easier for women to get these positions', 'Easier for men to get these positions']
39;EASIERPOLF2_W36;Thinking about high political offices these days, would you say it is generally;['Easier for men to get elected to high political offices', 'Easier for women to get elected to high political offices', 'Not much difference', 'Refused'];['Easier for men to get elected to high political offices', 'Easier for women to get elected to high political offices', 'Refused', 'Not much difference'];['Easier for men to get elected to high political offices', 'Not much difference', 'Easier for women to get elected to high political offices', 'Refused'];['Easier for men to get elected to high political offices', 'Not much difference', 'Refused', 'Easier for women to get elected to high political offices'];['Easier for men to get elected to high political offices', 'Refused', 'Easier for women to get elected to high political offices', 'Not much difference'];['Easier for men to get elected to high political offices', 'Refused', 'Not much difference', 'Easier for women to get elected to high political offices'];['Easier for women to get elected to high political offices', 'Easier for men to get elected to high political offices', 'Not much difference', 'Refused'];['Easier for women to get elected to high political offices', 'Easier for men to get elected to high political offices', 'Refused', 'Not much difference'];['Easier for women to get elected to high political offices', 'Not much difference', 'Easier for men to get elected to high political offices', 'Refused'];['Easier for women to get elected to high political offices', 'Not much difference', 'Refused', 'Easier for men to get elected to high political offices'];['Easier for women to get elected to high political offices', 'Refused', 'Easier for men to get elected to high political offices', 'Not much difference'];['Easier for women to get elected to high political offices', 'Refused', 'Not much difference', 'Easier for men to get elected to high political offices'];['Not much difference', 'Easier for men to get elected to high political offices', 'Easier for women to get elected to high political offices', 'Refused'];['Not much difference', 'Easier for men to get elected to high political offices', 'Refused', 'Easier for women to get elected to high political offices'];['Not much difference', 'Easier for women to get elected to high political offices', 'Easier for men to get elected to high political offices', 'Refused'];['Not much difference', 'Easier for women to get elected to high political offices', 'Refused', 'Easier for men to get elected to high political offices'];['Not much difference', 'Refused', 'Easier for men to get elected to high political offices', 'Easier for women to get elected to high political offices'];['Not much difference', 'Refused', 'Easier for women to get elected to high political offices', 'Easier for men to get elected to high political offices'];['Refused', 'Easier for men to get elected to high political offices', 'Easier for women to get elected to high political offices', 'Not much difference'];['Refused', 'Easier for men to get elected to high political offices', 'Not much difference', 'Easier for women to get elected to high political offices'];['Refused', 'Easier for women to get elected to high political offices', 'Easier for men to get elected to high political offices', 'Not much difference'];['Refused', 'Easier for women to get elected to high political offices', 'Not much difference', 'Easier for men to get elected to high political offices'];['Refused', 'Not much difference', 'Easier for men to get elected to high political offices', 'Easier for women to get elected to high political offices'];['Refused', 'Not much difference', 'Easier for women to get elected to high political offices', 'Easier for men to get elected to high political offices']
45;WHYNOTPOLF1A_W36;Please indicate whether you think the following is a reason why there are fewer women than men in high political offices. Many people aren't ready to elect a woman to higher office;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
46;WHYNOTPOLF1B_W36;Please indicate whether you think the following is a reason why there are fewer women than men in high political offices. Women in politics face gender discrimination;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
47;WHYNOTPOLF1C_W36;Please indicate whether you think the following is a reason why there are fewer women than men in high political offices. Family responsibilities make it harder for women to run for higher office;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
48;WHYNOTPOLF1D_W36;Please indicate whether you think the following is a reason why there are fewer women than men in high political offices. Women aren't tough enough for politics;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
49;WHYNOTPOLF1E_W36;Please indicate whether you think the following is a reason why there are fewer women than men in high political offices. Fewer women have the experience required for higher office;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
50;WHYNOTPOLF1F_W36;Please indicate whether you think the following is a reason why there are fewer women than men in high political offices. Women get less support from party leaders;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
51;WHYNOTPOLF1G_W36;Please indicate whether you think the following is a reason why there are fewer women than men in high political offices. Women who run for office are held to higher standards than men;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
52;WHYNOTPOLF1H_W36;Please indicate whether you think the following is a reason why there are fewer women than men in high political offices. Women who run for office have to more to prove themselves than men;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
53;WHYNOTPOLF1I_W36;Please indicate whether you think the following is a reason why there are fewer women than men in high political offices. Not as many women are interested in holding higher office;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
54;WHYNOTPOLF1J_W36;Please indicate whether you think the following is a reason why there are fewer women than men in high political offices. Women aren't encouraged to pursue leadership positions from an early age;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
55;WHYNOTPOLF1K_W36;Please indicate whether you think the following is a reason why there are fewer women than men in high political offices. Women don't do as good of a job selling their accomplishments;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
56;WHYNOTPOLF1L_W36;Please indicate whether you think the following is a reason why there are fewer women than men in high political offices. Sexual harassment creates an environment that makes it harder for women to succeed in politics;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
57;WHYNOTBIZF2A_W36;Please indicate whether you think the following is a reason why there aren't more women in top executive business positions. Many businesses are not ready to hire women for top executive positions;['Major reason', 'Minor reason', 'Not a reason', 'Refused'];['Major reason', 'Minor reason', 'Refused', 'Not a reason'];['Major reason', 'Not a reason', 'Minor reason', 'Refused'];['Major reason', 'Not a reason', 'Refused', 'Minor reason'];['Major reason', 'Refused', 'Minor reason', 'Not a reason'];['Major reason', 'Refused', 'Not a reason', 'Minor reason'];['Minor reason', 'Major reason', 'Not a reason', 'Refused'];['Minor reason', 'Major reason', 'Refused', 'Not a reason'];['Minor reason', 'Not a reason', 'Major reason', 'Refused'];['Minor reason', 'Not a reason', 'Refused', 'Major reason'];['Minor reason', 'Refused', 'Major reason', 'Not a reason'];['Minor reason', 'Refused', 'Not a reason', 'Major reason'];['Not a reason', 'Major reason', 'Minor reason', 'Refused'];['Not a reason', 'Major reason', 'Refused', 'Minor reason'];['Not a reason', 'Minor reason', 'Major reason', 'Refused'];['Not a reason', 'Minor reason', 'Refused', 'Major reason'];['Not a reason', 'Refused', 'Major reason', 'Minor reason'];['Not a reason', 'Refused', 'Minor reason', 'Major reason'];['Refused', 'Major reason', 'Minor reason', 'Not a reason'];['Refused', 'Major reason', 'Not a reason', 'Minor reason'];['Refused', 'Minor reason', 'Major reason', 'Not a reason'];['Refused', 'Minor reason', 'Not a reason', 'Major reason'];['Refused', 'Not a reason', 'Major reason', 'Minor reason'];['Refused', 'Not a reason', 'Minor reason', 'Major reason']
