key,option,weighted_share
HARASS1A_W32,Minor problem,0.44843163844646705
HARASS1A_W32,Not a problem,0.21831127338721826
HARASS1A_W32,Refused,0.022332025962442575
HARASS1B_W32,Major problem,0.33741917820889783
HARASS1B_W32,Minor problem,0.38705660617367804
HARASS1B_W32,Not a problem,0.2556275054775207
HARASS1B_W32,Refused,0.01989671013990343
HARASS1C_W32,Major problem,0.4950854466523302
HARASS1C_W32,Minor problem,0.3516070638531715
HARASS1C_W32,Not a problem,0.13600171479282752
HARASS1C_W32,Refused,0.017305774701670874
HARASS1D_W32,Major problem,0.457877568365931
HARASS1D_W32,Minor problem,0.3426695757539439
HARASS1D_W32,Not a problem,0.18046553605842627
HARASS1D_W32,Refused,0.01898731982169881
HARASS2F1_W32,Fewer opportunities for women in the workplace,0.20077035873013016
HARASS2F1_W32,More opportunities for women in the workplace,0.2824380514630512
HARASS2F1_W32,Refused,0.010255205529652353
HARASS2F1_W32,Won't make much of a difference,0.5065363842771663
HARASS3F2_W32,Has made it easier for men,0.11925609991409201
HARASS3F2_W32,Has made it harder for men,0.5103382312813851
HARASS3F2_W32,Hasn't made much difference,0.35675708878447915
HARASS3F2_W32,Refused,0.013648580020043708
WOMENOPPS_W32,Refused,0.01973423615886048
WOMENOPPS_W32,The obstacles that once made it harder for women than men to get ahead are now largely gone,0.4244519008017664
WOMENOPPS_W32,There are still significant obstacles that make it harder for women to get ahead than men,0.5558138630393732
STYLE1_W36,Men and women are basically different,0.5667942019085902
STYLE1_W36,Men and women are basically similar,0.42547429934174885
STYLE1_W36,Refused,0.007731498749660908
STYLE2_W36,Men generally have a better approach,0.15317087607684945
STYLE2_W36,Neither is better,0.6203428631999159
STYLE2_W36,Refused,0.003167622895988942
STYLE2_W36,Women generally have a better approach,0.22331863782724573
AMNTWMNPF1_W36,About the right number of women in high political offices,0.3424767347198447
AMNTWMNPF1_W36,Refused,0.01407767216713316
AMNTWMNPF1_W36,Too few women in high political offices,0.5881367226679678
AMNTWMNPF1_W36,Too many women in high political offices,0.055308870445054316
AMNTWMNP2F1_W36,Having about an equal number of women and men,0.8104599544863202
AMNTWMNP2F1_W36,Having more women than men,0.10772757856366652
AMNTWMNP2F1_W36,Having more women than there are now but still not as many women as men,0.07830902160400871
AMNTWMNP2F1_W36,Refused,0.003503445346004439
AMNTWMNBF1_W36,About the right number of women in top executive business positions,0.34961777664895144
AMNTWMNBF1_W36,Refused,0.014935266667732955
AMNTWMNBF1_W36,Too few women in top executive business positions,0.5947814120328321
AMNTWMNBF1_W36,Too many women in top executive business positions,0.04066554465048347
AMNTWMNB2F1_W36,Having about an equal number of women and men,0.7961385369179107
AMNTWMNB2F1_W36,Having more women than men,0.06346404204926254
AMNTWMNB2F1_W36,Having more women than there are now but still not as many women as men,0.1256966721330881
AMNTWMNB2F1_W36,Refused,0.014700748899738665
EASIERBIZF2_W36,Easier for men to get these positions,0.6741867252714906
EASIERBIZF2_W36,Easier for women to get these positions,0.05938116943506895
EASIERBIZF2_W36,Not much difference,0.261578518506307
EASIERBIZF2_W36,Refused,0.0048535867871333785
EASIERPOLF2_W36,Easier for men to get elected to high political offices,0.6728613317455049
EASIERPOLF2_W36,Easier for women to get elected to high political offices,0.047136637503118785
EASIERPOLF2_W36,Not much difference,0.27368003834828253
EASIERPOLF2_W36,Refused,0.006321992403093909
EQUALPOLF2_W36,"As more women run for office, it is only a matter of time before there are as many women as men in high political office",0.5157233221894816
EQUALPOLF2_W36,"Even as more women run for office, men will continue to hold more high political offices in the future",0.47661897373692197
EQUALPOLF2_W36,Refused,0.007657704073596372
EQUALBIZF2_W36,"As more women move into management roles, it is only a matter of time before there are as many women as men in top execu",0.5274632539923018
EQUALBIZF2_W36,"Even as more women move into management roles, men will continue to hold more top executive positions in business in the",0.4636400684616717
EQUALBIZF2_W36,Refused,0.008896677546026433
IMPROVE1_W36,A lot,0.364498942689807
IMPROVE1_W36,Not much,0.14156516876923933
IMPROVE1_W36,Nothing at all,0.07646250234705612
IMPROVE1_W36,Refused,0.01022916491325329
IMPROVE1_W36,Some,0.4072442212806442
IMPROVE2_W36,A lot,0.1808583072902493
IMPROVE2_W36,Not much,0.28124712900298743
IMPROVE2_W36,Nothing at all,0.13614670343723673
IMPROVE2_W36,Refused,0.009532838280203473
IMPROVE2_W36,Some,0.39221502198932323
IMPROVE3_W36,A lot,0.29126994876991413
IMPROVE3_W36,Not much,0.20537880920507004
IMPROVE3_W36,Nothing at all,0.09844067650142382
IMPROVE3_W36,Refused,0.006873930521036666
IMPROVE3_W36,Some,0.3980366350025553
WHYNOTPOLF1A_W36,Major reason,0.4456366771561667
WHYNOTPOLF1A_W36,Minor reason,0.31127719110532115
WHYNOTPOLF1A_W36,Not a reason,0.23878717714837774
WHYNOTPOLF1A_W36,Refused,0.004298954590134279
WHYNOTPOLF1B_W36,Major reason,0.4854968594420113
WHYNOTPOLF1B_W36,Minor reason,0.3200186970435318
WHYNOTPOLF1B_W36,Not a reason,0.18862343425694367
WHYNOTPOLF1B_W36,Refused,0.005861009257513231
WHYNOTPOLF1C_W36,Major reason,0.3626498573980419
WHYNOTPOLF1C_W36,Minor reason,0.44269060370721613
WHYNOTPOLF1C_W36,Not a reason,0.18945265660007182
WHYNOTPOLF1C_W36,Refused,0.005206882294670176
WHYNOTPOLF1D_W36,Major reason,0.07826248174620429
WHYNOTPOLF1D_W36,Minor reason,0.2849551411154675
WHYNOTPOLF1D_W36,Not a reason,0.632631800049781
WHYNOTPOLF1D_W36,Refused,0.004150577088547064
WHYNOTPOLF1E_W36,Major reason,0.20106595223546855
WHYNOTPOLF1E_W36,Minor reason,0.44332305640114017
WHYNOTPOLF1E_W36,Not a reason,0.34772377616321876
WHYNOTPOLF1E_W36,Refused,0.007887215200172618
WHYNOTPOLF1F_W36,Major reason,0.52188476060686
WHYNOTPOLF1F_W36,Minor reason,0.29870445370312515
WHYNOTPOLF1F_W36,Not a reason,0.17015244528660514
WHYNOTPOLF1F_W36,Refused,0.009258340403409733
WHYNOTPOLF1G_W36,Major reason,0.369197900577849
WHYNOTPOLF1G_W36,Minor reason,0.3095007550017124
WHYNOTPOLF1G_W36,Not a reason,0.31300413320910575
WHYNOTPOLF1G_W36,Refused,0.008297211211332738
WHYNOTPOLF1H_W36,Major reason,0.6062122983728013
WHYNOTPOLF1H_W36,Minor reason,0.2465636286096917
WHYNOTPOLF1H_W36,Not a reason,0.13807456273655425
WHYNOTPOLF1H_W36,Refused,0.009149510280952714
WHYNOTPOLF1I_W36,Major reason,0.2701542604010537
WHYNOTPOLF1I_W36,Minor reason,0.4343904153328014
WHYNOTPOLF1I_W36,Not a reason,0.288124273626305
WHYNOTPOLF1I_W36,Refused,0.00733105063983979
WHYNOTPOLF1J_W36,Major reason,0.420756527589542
WHYNOTPOLF1J_W36,Minor reason,0.3665246901865797
WHYNOTPOLF1J_W36,Not a reason,0.2051982683877355
WHYNOTPOLF1J_W36,Refused,0.007520513836142895
WHYNOTPOLF1K_W36,Major reason,0.11551525574154177
WHYNOTPOLF1K_W36,Minor reason,0.30764130366430503
WHYNOTPOLF1K_W36,Not a reason,0.5741813057728836
WHYNOTPOLF1K_W36,Refused,0.002662134821269576
WHYNOTPOLF1L_W36,Major reason,0.37585681809640537
WHYNOTPOLF1L_W36,Minor reason,0.3966440564752595
WHYNOTPOLF1L_W36,Not a reason,0.22544402060313734
WHYNOTPOLF1L_W36,Refused,0.0020551048251976913
WHYNOTBIZF2A_W36,Major reason,0.4683000671921105
WHYNOTBIZF2A_W36,Minor reason,0.33374413624221755
WHYNOTBIZF2A_W36,Not a reason,0.18949139117232813
WHYNOTBIZF2A_W36,Refused,0.008464405393343772
WHYNOTBIZF2B_W36,Major reason,0.5359692213527305
WHYNOTBIZF2B_W36,Minor reason,0.3116558337839822
WHYNOTBIZF2B_W36,Not a reason,0.1494484650527068
WHYNOTBIZF2B_W36,Refused,0.002926479810580412
WHYNOTBIZF2C_W36,Major reason,0.4446936348713542
WHYNOTBIZF2C_W36,Minor reason,0.40117579682027305
WHYNOTBIZF2C_W36,Not a reason,0.1522080571224223
WHYNOTBIZF2C_W36,Refused,0.0019225111859504545
WHYNOTBIZF2D_W36,Major reason,0.09824472613878724
WHYNOTBIZF2D_W36,Minor reason,0.22919083414195485
WHYNOTBIZF2D_W36,Not a reason,0.6650596107196755
WHYNOTBIZF2D_W36,Refused,0.007504828999582393
WHYNOTBIZF2F_W36,Major reason,0.09024686040115053
WHYNOTBIZF2F_W36,Minor reason,0.18731805128337406
WHYNOTBIZF2F_W36,Not a reason,0.7191100316958084
WHYNOTBIZF2F_W36,Refused,0.0033250566196668936
WHYNOTBIZF2G_W36,Major reason,0.34345377427995577
WHYNOTBIZF2G_W36,Minor reason,0.2956376473127524
WHYNOTBIZF2G_W36,Not a reason,0.3511499751645729
WHYNOTBIZF2G_W36,Refused,0.00975860324271894
WHYNOTBIZF2H_W36,Major reason,0.6031071439918052
WHYNOTBIZF2H_W36,Minor reason,0.24069426002403588
WHYNOTBIZF2H_W36,Not a reason,0.15041756626069763
WHYNOTBIZF2H_W36,Refused,0.005781029723461295
WHYNOTBIZF2I_W36,Major reason,0.173635797561947
WHYNOTBIZF2I_W36,Minor reason,0.3926825353488178
WHYNOTBIZF2I_W36,Not a reason,0.43159109949564683
WHYNOTBIZF2I_W36,Refused,0.002090567593588164
WHYNOTBIZF2J_W36,Major reason,0.43290900909622065
WHYNOTBIZF2J_W36,Minor reason,0.34746567193818945
WHYNOTBIZF2J_W36,Not a reason,0.21614914348300662
WHYNOTBIZF2J_W36,Refused,0.0034761754825832335
WHYNOTBIZF2K_W36,Major reason,0.13782541492359407
WHYNOTBIZF2K_W36,Minor reason,0.33062343289069507
WHYNOTBIZF2K_W36,Not a reason,0.5245492611214796
WHYNOTBIZF2K_W36,Refused,0.0070018910642313205
WHYNOTBIZF2L_W36,Major reason,0.27077355564542804
WHYNOTBIZF2L_W36,Minor reason,0.31725111406480866
WHYNOTBIZF2L_W36,Not a reason,0.4066316838065012
WHYNOTBIZF2L_W36,Refused,0.005343646483262008
WHYNOTBIZF2M_W36,Major reason,0.24072227547582015
WHYNOTBIZF2M_W36,Minor reason,0.4100752807717977
WHYNOTBIZF2M_W36,Not a reason,0.3486988614362465
WHYNOTBIZF2M_W36,Refused,0.000503582316135658
WHYNOTBIZF2N_W36,Major reason,0.2418739886449853
WHYNOTBIZF2N_W36,Minor reason,0.39515428661320506
WHYNOTBIZF2N_W36,Not a reason,0.35979894042733696
WHYNOTBIZF2N_W36,Refused,0.003172784314472833
WHYNOTBIZF2O_W36,Major reason,0.42019430799043994
WHYNOTBIZF2O_W36,Minor reason,0.3849377227904942
WHYNOTBIZF2O_W36,Not a reason,0.19458181684926473
WHYNOTBIZF2O_W36,Refused,0.00028615236980097643
BETTERPOL1F1A_W36,Men are better,0.044328993097853944
BETTERPOL1F1A_W36,No difference,0.6383056643407707
BETTERPOL1F1A_W36,Refused,0.003413219231541346
BETTERPOL1F1A_W36,Women are better,0.313952123329834
BETTERPOL1F1B_W36,Men are better,0.04919494620496047
BETTERPOL1F1B_W36,No difference,0.3347995726708047
BETTERPOL1F1B_W36,Refused,0.00829265753351934
BETTERPOL1F1B_W36,Women are better,0.6077128235907154
BETTERPOL1F1C_W36,Men are better,0.08076141101628506
BETTERPOL1F1C_W36,No difference,0.4979851605756953
BETTERPOL1F1C_W36,Refused,0.005650304782447028
BETTERPOL1F1C_W36,Women are better,0.4156031236255726
BETTERPOL1F1D_W36,Men are better,0.1690554195910293
BETTERPOL1F1D_W36,No difference,0.6502878429306275
BETTERPOL1F1D_W36,Refused,0.010714060068779613
BETTERPOL1F1D_W36,Women are better,0.1699426774095637
BETTERPOL1F1E_W36,Men are better,0.36966132243430755
BETTERPOL1F1E_W36,No difference,0.5393941983324612
BETTERPOL1F1E_W36,Refused,0.0036495966927215595
BETTERPOL1F1E_W36,Women are better,0.08729488254050981
BETTERPOL1F1F_W36,Men are better,0.11381149043731897
BETTERPOL1F1F_W36,No difference,0.5842433567021923
BETTERPOL1F1F_W36,Refused,0.006131980485652158
BETTERPOL1F1F_W36,Women are better,0.29581317237483656
BETTERPOL1F1G_W36,Men are better,0.20182644435112554
BETTERPOL1F1G_W36,No difference,0.58645710220544
BETTERPOL1F1G_W36,Refused,0.006295670293870236
BETTERPOL1F1G_W36,Women are better,0.2054207831495642
BETTERPOL1F1H_W36,Men are better,0.09334287863768478
BETTERPOL1F1H_W36,No difference,0.5566768519050043
BETTERPOL1F1H_W36,Refused,0.006425115858794932
BETTERPOL1F1H_W36,Women are better,0.3435551535985159
BETTERPOL1F1I_W36,Men are better,0.03634180313335875
BETTERPOL1F1I_W36,No difference,0.5544912110772
BETTERPOL1F1I_W36,Refused,0.0030306759014082692
BETTERPOL1F1I_W36,Women are better,0.40613630988803306
BETTERPOL2F1A_W36,Men are better,0.1329608753746822
BETTERPOL2F1A_W36,No difference,0.688849159590373
BETTERPOL2F1A_W36,Refused,0.00616113815894835
BETTERPOL2F1A_W36,Women are better,0.1720288268759965
BETTERPOL2F1B_W36,Men are better,0.040826279572428105
BETTERPOL2F1B_W36,No difference,0.5359732577648803
BETTERPOL2F1B_W36,Refused,0.006738756302696868
BETTERPOL2F1B_W36,Women are better,0.4164617063599948
BETTERPOL2F1C_W36,Men are better,0.12898404707499175
BETTERPOL2F1C_W36,No difference,0.6110331514552088
BETTERPOL2F1C_W36,Refused,0.005436536622022376
BETTERPOL2F1C_W36,Women are better,0.25454626484777704
BETTERPOL2F1D_W36,Men are better,0.3467605538099293
BETTERPOL2F1D_W36,No difference,0.5876129872842081
BETTERPOL2F1D_W36,Refused,0.008580032395795871
BETTERPOL2F1D_W36,Women are better,0.05704642651006687
BETTERPOL2F1E_W36,Men are better,0.08017758742640742
BETTERPOL2F1E_W36,No difference,0.7409589960021304
BETTERPOL2F1E_W36,Refused,0.009421453896820137
BETTERPOL2F1E_W36,Women are better,0.169441962674642
BETTERPOL2F1F_W36,Men are better,0.22367041168852878
BETTERPOL2F1F_W36,No difference,0.5641288644883565
BETTERPOL2F1F_W36,Refused,0.010295670893426522
BETTERPOL2F1F_W36,Women are better,0.20190505292968805
BETTERBIZ1F2A_W36,Men are better,0.027318129604794673
BETTERBIZ1F2A_W36,No difference,0.6680463148602219
BETTERBIZ1F2A_W36,Refused,0.004444662849007553
BETTERBIZ1F2A_W36,Women are better,0.3001908926859759
BETTERBIZ1F2B_W36,Men are better,0.037259280349128954
BETTERBIZ1F2B_W36,No difference,0.3706010341770606
BETTERBIZ1F2B_W36,Refused,0.006443286979720717
BETTERBIZ1F2B_W36,Women are better,0.5856963984940897
BETTERBIZ1F2C_W36,Men are better,0.11442081684527504
BETTERBIZ1F2C_W36,No difference,0.4623435467835367
BETTERBIZ1F2C_W36,Refused,0.004868476475332867
BETTERBIZ1F2C_W36,Women are better,0.41836715989585543
BETTERBIZ1F2D_W36,Men are better,0.21620634606518252
BETTERBIZ1F2D_W36,No difference,0.6396309566579532
BETTERBIZ1F2D_W36,Refused,0.0033307458586198644
BETTERBIZ1F2D_W36,Women are better,0.14083195141824437
BETTERBIZ1F2E_W36,Men are better,0.4133854645168618
BETTERBIZ1F2E_W36,No difference,0.4883294915620946
BETTERBIZ1F2E_W36,Refused,0.01618093610600439
BETTERBIZ1F2E_W36,Women are better,0.0821041078150392
BETTERBIZ1F2F_W36,Men are better,0.031597636080554055
BETTERBIZ1F2F_W36,No difference,0.6157732199001199
BETTERBIZ1F2F_W36,Refused,0.0035569610222860467
BETTERBIZ1F2F_W36,Women are better,0.34907218299704
BETTERBIZ1F2G_W36,Men are better,0.05371429940649116
BETTERBIZ1F2G_W36,No difference,0.66026217485063
BETTERBIZ1F2G_W36,Refused,0.004721237235128392
BETTERBIZ1F2G_W36,Women are better,0.2813022885077503
BETTERBIZ1F2H_W36,Men are better,0.28340830256194327
BETTERBIZ1F2H_W36,No difference,0.6090945719256728
BETTERBIZ1F2H_W36,Refused,0.022006301515740234
BETTERBIZ1F2H_W36,Women are better,0.08549082399664364
BETTERBIZ1F2I_W36,Men are better,0.08192030451144916
BETTERBIZ1F2I_W36,No difference,0.5842331385600329
BETTERBIZ1F2I_W36,Refused,0.006164762588831747
BETTERBIZ1F2I_W36,Women are better,0.32768179433968614
BETTERBIZ1F2J_W36,Men are better,0.09251610672163263
BETTERBIZ1F2J_W36,No difference,0.5628007135445628
BETTERBIZ1F2J_W36,Refused,0.011902209881206048
BETTERBIZ1F2J_W36,Women are better,0.3327809698525985
BETTERBIZ1F2K_W36,Men are better,0.04858263592197168
BETTERBIZ1F2K_W36,No difference,0.5187133282945675
BETTERBIZ1F2K_W36,Refused,0.004132245894885727
BETTERBIZ1F2K_W36,Women are better,0.4285717898885752
BETTERBIZ1F2L_W36,Men are better,0.10237627301956352
BETTERBIZ1F2L_W36,No difference,0.5649900983763892
BETTERBIZ1F2L_W36,Refused,0.014363977671464908
BETTERBIZ1F2L_W36,Women are better,0.3182696509325824
BETTERBIZ2F2A_W36,Men would do a better job,0.19310013988198393
BETTERBIZ2F2A_W36,No difference,0.7017781455792748
BETTERBIZ2F2A_W36,Refused,0.006020167407106587
BETTERBIZ2F2A_W36,Women would do a better job,0.09910154713163487
BETTERBIZ2F2B_W36,Men would do a better job,0.05955508171576372
BETTERBIZ2F2B_W36,No difference,0.6228889859446876
BETTERBIZ2F2B_W36,Refused,0.0035683465555989002
BETTERBIZ2F2B_W36,Women would do a better job,0.31398758578394975
BETTERBIZ2F2C_W36,Men would do a better job,0.14180157517938444
BETTERBIZ2F2C_W36,No difference,0.7193722332965243
BETTERBIZ2F2C_W36,Refused,0.006427780060853176
BETTERBIZ2F2C_W36,Women would do a better job,0.132398411463238
BETTERBIZ2F2D_W36,Men would do a better job,0.3491989553374254
BETTERBIZ2F2D_W36,No difference,0.5716405215508045
BETTERBIZ2F2D_W36,Refused,0.0031429548858275752
BETTERBIZ2F2D_W36,Women would do a better job,0.07601756822594251
BETTERBIZ2F2E_W36,Men would do a better job,0.0831496227736882
BETTERBIZ2F2E_W36,No difference,0.7192531349253001
BETTERBIZ2F2E_W36,Refused,0.005436680059255037
BETTERBIZ2F2E_W36,Women would do a better job,0.19216056224175684
BETTERBIZ2F2F_W36,Men would do a better job,0.4469600291793993
BETTERBIZ2F2F_W36,No difference,0.52239600020316
BETTERBIZ2F2F_W36,Refused,0.009168962471281308
BETTERBIZ2F2F_W36,Women would do a better job,0.02147500814615939
TRAITPOLWF1A_W36,Doesn't make much of a difference,0.24347395852246764
TRAITPOLWF1A_W36,Mostly helps a woman's chances,0.6288940743020633
TRAITPOLWF1A_W36,Mostly hurts a woman's chances,0.11775484267441128
TRAITPOLWF1A_W36,Refused,0.009877124501057719
TRAITPOLWF1B_W36,Doesn't make much of a difference,0.2461304849799974
TRAITPOLWF1B_W36,Mostly helps a woman's chances,0.5749559867594001
TRAITPOLWF1B_W36,Mostly hurts a woman's chances,0.17217784799055777
TRAITPOLWF1B_W36,Refused,0.00673568027004469
TRAITPOLWF1C_W36,Doesn't make much of a difference,0.24002632634121673
TRAITPOLWF1C_W36,Mostly helps a woman's chances,0.5218440150422854
TRAITPOLWF1C_W36,Mostly hurts a woman's chances,0.2315863302977695
TRAITPOLWF1C_W36,Refused,0.006543328318728282
TRAITPOLWF1D_W36,Doesn't make much of a difference,0.22282802121082249
TRAITPOLWF1D_W36,Mostly helps a woman's chances,0.6853795611602468
TRAITPOLWF1D_W36,Mostly hurts a woman's chances,0.08368793747734977
TRAITPOLWF1D_W36,Refused,0.008104480151580818
TRAITPOLWF1E_W36,Doesn't make much of a difference,0.24792636299110182
TRAITPOLWF1E_W36,Mostly helps a woman's chances,0.5040288304434873
TRAITPOLWF1E_W36,Mostly hurts a woman's chances,0.22961875848632082
TRAITPOLWF1E_W36,Refused,0.018426048079090034
TRAITPOLWF1F_W36,Doesn't make much of a difference,0.2920604281210333
TRAITPOLWF1F_W36,Mostly helps a woman's chances,0.17409447330855216
TRAITPOLWF1F_W36,Mostly hurts a woman's chances,0.5194300059404501
TRAITPOLWF1F_W36,Refused,0.014415092629964418
TRAITPOLWF1G_W36,Doesn't make much of a difference,0.3318802248076867
TRAITPOLWF1G_W36,Mostly helps a woman's chances,0.6017456066259483
TRAITPOLWF1G_W36,Mostly hurts a woman's chances,0.05824633337704308
TRAITPOLWF1G_W36,Refused,0.008127835189321905
TRAITPOLMF1A_W36,Doesn't make much of a difference,0.21541575796815557
TRAITPOLMF1A_W36,Mostly helps a man's chances,0.7224992418992352
TRAITPOLMF1A_W36,Mostly hurts a man's chances,0.05340880901917527
TRAITPOLMF1A_W36,Refused,0.008676191113434014
TRAITPOLMF1B_W36,Doesn't make much of a difference,0.3831712732720602
TRAITPOLMF1B_W36,Mostly helps a man's chances,0.4647234407775589
TRAITPOLMF1B_W36,Mostly hurts a man's chances,0.1435355967826099
TRAITPOLMF1B_W36,Refused,0.008569689167770978
TRAITPOLMF1C_W36,Doesn't make much of a difference,0.23021854921694826
TRAITPOLMF1C_W36,Mostly helps a man's chances,0.6938995596725258
TRAITPOLMF1C_W36,Mostly hurts a man's chances,0.06391123599734222
TRAITPOLMF1C_W36,Refused,0.011970655113183817
TRAITPOLMF1D_W36,Doesn't make much of a difference,0.30435633885620345
TRAITPOLMF1D_W36,Mostly helps a man's chances,0.6465269476917351
TRAITPOLMF1D_W36,Mostly hurts a man's chances,0.038431439503241356
TRAITPOLMF1D_W36,Refused,0.01068527394881993
TRAITPOLMF1E_W36,Doesn't make much of a difference,0.21475531357760946
TRAITPOLMF1E_W36,Mostly helps a man's chances,0.7350364285597533
TRAITPOLMF1E_W36,Mostly hurts a man's chances,0.045465295423188556
TRAITPOLMF1E_W36,Refused,0.004742962439448618
TRAITPOLMF1F_W36,Doesn't make much of a difference,0.37248990195185455
TRAITPOLMF1F_W36,Mostly helps a man's chances,0.23623989729831532
TRAITPOLMF1F_W36,Mostly hurts a man's chances,0.38607787669914834
TRAITPOLMF1F_W36,Refused,0.0051923240506818145
TRAITPOLMF1G_W36,Doesn't make much of a difference,0.48280746523015977
TRAITPOLMF1G_W36,Mostly helps a man's chances,0.4887996042750008
TRAITPOLMF1G_W36,Mostly hurts a man's chances,0.025516623533208074
TRAITPOLMF1G_W36,Refused,0.0028763069616312346
POLCHF1_W36,Having children before she enters politics,0.5101413121026754
POLCHF1_W36,Not having children at all,0.192776893349045
POLCHF1_W36,Refused,0.033112677888717475
POLCHF1_W36,Waiting until she is well-established in her political career to have children,0.2639691166595621
TRAITBIZWF2A_W36,Doesn't make much of a difference,0.26164099099570026
TRAITBIZWF2A_W36,Mostly helps a woman's chances,0.6298561348981536
TRAITBIZWF2A_W36,Mostly hurts a woman's chances,0.09586516407878633
TRAITBIZWF2A_W36,Refused,0.012637710027359864
TRAITBIZWF2B_W36,Doesn't make much of a difference,0.37288778759669516
TRAITBIZWF2B_W36,Mostly helps a woman's chances,0.3512678761985948
TRAITBIZWF2B_W36,Mostly hurts a woman's chances,0.26849460014341414
TRAITBIZWF2B_W36,Refused,0.007349736061296101
