id,key,option,sample_id,likert_rating,full_output,model,temperature,top_p
1,DIFF1A_W29,Men and women are basically different,0,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests? To what extent do you agree with the following statement: Men and women are basically different when it comes to their hobbies and personal interests. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
1,DIFF1A_W29,Men and women are basically different,1,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests? To what extent do you agree with the following statement: Men and women are basically different when it comes to their hobbies and personal interests. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
1,DIFF1A_W29,Men and women are basically different,2,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests? To what extent do you agree with the following statement: Men and women are basically different when it comes to their hobbies and personal interests. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
1,DIFF1A_W29,Men and women are basically different,3,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests? To what extent do you agree with the following statement: Men and women are basically different when it comes to their hobbies and personal interests. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
1,DIFF1A_W29,Men and women are basically different,4,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests? To what extent do you agree with the following statement: Men and women are basically different when it comes to their hobbies and personal interests. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
1,DIFF1A_W29,Men and women are basically different,5,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests? To what extent do you agree with the following statement: Men and women are basically different when it comes to their hobbies and personal interests. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3
",google/gemma-3-12b-it,0.7,0.9
1,DIFF1A_W29,Men and women are basically different,6,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests? To what extent do you agree with the following statement: Men and women are basically different when it comes to their hobbies and personal interests. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3
",google/gemma-3-12b-it,0.7,0.9
1,DIFF1A_W29,Men and women are basically different,7,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests? To what extent do you agree with the following statement: Men and women are basically different when it comes to their hobbies and personal interests. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
1,DIFF1A_W29,Men and women are basically different,8,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests? To what extent do you agree with the following statement: Men and women are basically different when it comes to their hobbies and personal interests. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
1,DIFF1A_W29,Men and women are basically different,9,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests? To what extent do you agree with the following statement: Men and women are basically different when it comes to their hobbies and personal interests. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically similar,0,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically similar,1,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically similar,2,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically similar,3,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically similar,4,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically similar,5,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically similar,6,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically similar,7,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically similar,8,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically similar,9,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically different,0,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically different when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically different,1,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically different when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically different,2,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically different when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically different,3,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically different when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically different,4,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically different when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically different,5,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically different when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically different,6,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically different when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically different,7,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically different when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically different,8,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically different when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
2,DIFF1B_W29,Men and women are basically different,9,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their physical abilities? To what extent do you agree with the following statement: Men and women are basically different when it comes to their physical abilities. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically similar,0,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically similar,1,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically similar,2,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically similar,3,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically similar,4,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically similar,5,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically similar,6,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically similar,7,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically similar,8,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically similar,9,2,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically similar when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
2",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically different,0,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically different when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically different,1,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically different when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically different,2,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically different when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
3,DIFF1C_W29,Men and women are basically different,3,3,"user
You are answering a survey question.

Instructions:
- Respond with exactly ONE number.
- Choose only from the provided scale.
- Do not explain your reasoning.


Scale:
1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree

Question:
Do you think men and women are basically similar or basically different when it comes to their approach to parenting? To what extent do you agree with the following statement: Men and women are basically different when it comes to their approach to parenting. Please rate your agreement from 1 (strongly agree) to 4 (strongly disagree).

Answer:
model
3",google/gemma-3-12b-it,0.7,0.9
